accession	organism	kingdom	length	tm_helix_start_leq_90
P53168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	False
Q9NX08	Homo sapiens	Metazoa	183	False
P0DXI6	Petunia hybrida	Plants	274	False
O48963	Arabidopsis thaliana	Plants	996	False
P70353	Mus musculus	Metazoa	335	False
Q96IR7	Homo sapiens	Metazoa	371	False
O94301	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	False
Q9JII1	Mus musculus	Metazoa	647	False
P30874	Homo sapiens	Metazoa	369	True
Q9M2V1	Arabidopsis thaliana	Plants	405	False
P00052	Vigna radiata var. radiata	Plants	111	False
Q8NDF8	Homo sapiens	Metazoa	572	False
Q9NQR1	Homo sapiens	Metazoa	393	False
Q8NFJ6	Homo sapiens	Metazoa	384	True
Q8WVT3	Homo sapiens	Metazoa	735	False
P0C511	Oryza sativa subsp. indica	Plants	477	False
O14521	Homo sapiens	Metazoa	159	True
Q84MB5	Arabidopsis thaliana	Plants	280	True
Q9EPC1	Mus musculus	Metazoa	372	False
Q96PU8	Homo sapiens	Metazoa	341	False
Q08923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506	False
Q8N3C0	Homo sapiens	Metazoa	2202	False
Q2TBE6	Mus musculus	Metazoa	479	False
O55207	Rattus norvegicus	Metazoa	1496	False
Q9Y619	Homo sapiens	Metazoa	301	True
Q7KQJ9	Plasmodium falciparum (isolate 3D7)	Other	264	False
Q8K3G9	Mus musculus	Metazoa	662	False
Q16644	Homo sapiens	Metazoa	382	False
P49686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False
O75940	Homo sapiens	Metazoa	238	False
O22229	Arabidopsis thaliana	Plants	529	False
A0A509AKT6	Plasmodium berghei (strain Anka)	Other	455	True
O14140	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	71	False
A4IFH6	Bos taurus	Metazoa	52	True
Q15391	Homo sapiens	Metazoa	338	True
Q9Y5Y3	Homo sapiens	Metazoa	372	True
Q6FK23	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	1499	False
Q8K4Z2	Mus musculus	Metazoa	240	False
Q8GTQ9	Solanum lycopersicum	Plants	332	False
Q9UQF2	Homo sapiens	Metazoa	711	False
P54098	Homo sapiens	Metazoa	1239	False
A0A0R4IMY7	Danio rerio	Metazoa	1470	False
Q8IZD2	Homo sapiens	Metazoa	1858	False
Q9SAZ5	Arabidopsis thaliana	Plants	155	False
Q9BRS8	Homo sapiens	Metazoa	491	False
P48029	Homo sapiens	Metazoa	635	True
P55230	Arabidopsis thaliana	Plants	518	False
A1L020	Homo sapiens	Metazoa	520	False
Q9Y4L5	Homo sapiens	Metazoa	304	False
Q8TAC2	Homo sapiens	Metazoa	188	False
Q8RX28	Arabidopsis thaliana	Plants	660	False
Q91YT7	Mus musculus	Metazoa	579	False
O13899	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	595	False
Q39709	Isochrysis galbana	Other	208	False
P13297	Mus musculus	Metazoa	303	False
P45896	Caenorhabditis elegans	Metazoa	393	False
Q9FEW9	Solanum lycopersicum	Plants	396	False
O14031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	851	False
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438	False
P70182	Mus musculus	Metazoa	546	False
P21580	Homo sapiens	Metazoa	790	False
P56523	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	687	False
Q9BV79	Homo sapiens	Metazoa	373	False
Q5T442	Homo sapiens	Metazoa	439	True
Q96RD1	Homo sapiens	Metazoa	312	True
O60053	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440	False
O14979	Homo sapiens	Metazoa	420	False
P25992	Drosophila melanogaster	Metazoa	1002	False
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644	False
O94874	Homo sapiens	Metazoa	794	False
Q16236	Homo sapiens	Metazoa	605	False
Q7TS63	Mus musculus	Metazoa	1237	False
Q9BUL5	Homo sapiens	Metazoa	403	False
O75312	Homo sapiens	Metazoa	459	False
P61970	Homo sapiens	Metazoa	127	False
Q42536	Arabidopsis thaliana	Plants	405	False
Q9M8Z5	Arabidopsis thaliana	Plants	582	False
F5H094	Homo sapiens	Metazoa	687	True
P30052	Drosophila melanogaster	Metazoa	440	False
O95140	Homo sapiens	Metazoa	757	False
Q09739	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False
Q8R2Q8	Mus musculus	Metazoa	172	True
Q53H12	Homo sapiens	Metazoa	422	False
P49723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	False
F1MH24	Bos taurus	Metazoa	957	False
P36152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	False
P41139	Mus musculus	Metazoa	161	False
Q9ZV02	Arabidopsis thaliana	Plants	258	True
P40797	Drosophila melanogaster	Metazoa	539	False
Q3SZX5	Bos taurus	Metazoa	204	False
Q9DFS6	Danio rerio	Metazoa	215	False
Q94JM3	Arabidopsis thaliana	Plants	859	False
P02262	Rattus norvegicus	Metazoa	130	False
F1R5H6	Danio rerio	Metazoa	1444	False
Q9Y4K3	Homo sapiens	Metazoa	522	False
Q9M2X3	Arabidopsis thaliana	Plants	295	False
Q03280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3268	False
Q9P7P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	528	False
P63033	Rattus norvegicus	Metazoa	266	False
O54963	Rattus norvegicus	Metazoa	1069	False
Q5PRF9	Homo sapiens	Metazoa	694	False
P13275	Scyliorhinus canicula	Metazoa	87	False
O15431	Homo sapiens	Metazoa	190	True
Q12207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	True
G5EGQ6	Caenorhabditis elegans	Metazoa	2684	False
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False
Q2TBK2	Bos taurus	Metazoa	268	False
P11147	Drosophila melanogaster	Metazoa	651	False
Q9GZQ6	Homo sapiens	Metazoa	430	True
Q9EPH0	Rattus norvegicus	Metazoa	744	True
Q9D0M3	Mus musculus	Metazoa	325	False
O57342	Coturnix japonica	Metazoa	286	False
P39880	Homo sapiens	Metazoa	1505	False
O35084	Mus musculus	Metazoa	507	False
Q10PI9	Oryza sativa subsp. japonica	Plants	459	False
Q9SRV5	Arabidopsis thaliana	Plants	765	False
O49668	Arabidopsis thaliana	Plants	214	False
P25008	Drosophila melanogaster	Metazoa	267	False
P46959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	False
Q9PTD5	Gallus gallus	Metazoa	335	False
Q9FWR5	Arabidopsis thaliana	Plants	275	False
O04375	Arabidopsis thaliana	Plants	495	False
P52948	Homo sapiens	Metazoa	1817	False
Q70GP4	Dictyostelium discoideum	Other	1148	False
P36956	Homo sapiens	Metazoa	1147	False
Q9H790	Homo sapiens	Metazoa	373	False
P06900	Xenopus laevis	Metazoa	126	False
P02991	Euglena gracilis	Other	409	False
Q94AH1	Arabidopsis thaliana	Plants	300	True
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
Q9NWW0	Homo sapiens	Metazoa	138	False
Q04447	Mus musculus	Metazoa	381	False
Q06945	Homo sapiens	Metazoa	474	False
Q94EH2	Arabidopsis thaliana	Plants	210	True
Q9DBL9	Mus musculus	Metazoa	351	False
Q96529	Arabidopsis thaliana	Plants	490	False
Q9CA67	Arabidopsis thaliana	Plants	467	False
O15090	Homo sapiens	Metazoa	1300	False
Q91WK7	Mus musculus	Metazoa	299	False
P36014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False
P01252	Bos taurus	Metazoa	110	False
P34160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	False
Q6UWS5	Homo sapiens	Metazoa	81	False
Q84WV6	Arabidopsis thaliana	Plants	635	False
Q7Z699	Homo sapiens	Metazoa	444	False
Q91X52	Mus musculus	Metazoa	244	False
O43181	Homo sapiens	Metazoa	175	False
Q12493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False
O95718	Homo sapiens	Metazoa	433	False
P16658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377	False
P08473	Homo sapiens	Metazoa	750	True
P49880	Aedes aegypti	Metazoa	776	False
Q64471	Mus musculus	Metazoa	240	False
A0A0B4ZTQ2	Humulus lupulus	Plants	408	False
Q9LUJ5	Arabidopsis thaliana	Plants	293	False
Q6FI13	Homo sapiens	Metazoa	130	False
P17924	Gallus gallus	Metazoa	560	False
Q9MAM1	Arabidopsis thaliana	Plants	447	False
P15424	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	664	False
Q91ZX6	Mus musculus	Metazoa	588	False
Q9SL67	Arabidopsis thaliana	Plants	443	False
P14734	Drosophila melanogaster	Metazoa	510	False
Q9Z1P2	Rattus norvegicus	Metazoa	892	False
Q10272	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446	False
Q58F21	Homo sapiens	Metazoa	947	False
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
O14134	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1057	False
Q9D1F4	Mus musculus	Metazoa	257	False
Q9JL55	Rattus norvegicus	Metazoa	331	True
Q9UTN6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1199	False
Q6PAC3	Mus musculus	Metazoa	445	False
P22071	Rattus norvegicus	Metazoa	373	False
Q9NZM5	Homo sapiens	Metazoa	478	False
P27882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False
Q7M750	Mus musculus	Metazoa	143	True
Q1HFZ0	Mus musculus	Metazoa	757	False
A2A259	Mus musculus	Metazoa	760	False
P41136	Mus musculus	Metazoa	134	False
P09429	Homo sapiens	Metazoa	215	False
O89050	Mus musculus	Metazoa	735	False
P43253	Rattus norvegicus	Metazoa	416	True
P80304	Sepia officinalis	Metazoa	51	False
P10853	Mus musculus	Metazoa	126	False
Q9LFH3	Arabidopsis thaliana	Plants	215	False
P19973	Mus musculus	Metazoa	330	False
P03945	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	557	True
P62318	Homo sapiens	Metazoa	126	False
Q8GSI0	Oryza sativa subsp. japonica	Plants	179	False
Q9WVJ6	Rattus norvegicus	Metazoa	686	False
Q9VUK8	Drosophila melanogaster	Metazoa	765	False
Q8W4E7	Arabidopsis thaliana	Plants	598	False
Q9CA59	Arabidopsis thaliana	Plants	256	False
Q9ULY5	Homo sapiens	Metazoa	219	True
Q0E7J7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325	False
Q84LK0	Arabidopsis thaliana	Plants	1118	False
P54857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	False
Q14202	Homo sapiens	Metazoa	1370	False
Q03935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	False
Q02038	Sus scrofa	Metazoa	704	False
Q96K30	Homo sapiens	Metazoa	269	False
Q12873	Homo sapiens	Metazoa	2000	False
E9PYH6	Mus musculus	Metazoa	1716	False
Q24478	Drosophila melanogaster	Metazoa	1096	False
P61006	Homo sapiens	Metazoa	207	False
P23180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465	False
P30938	Rattus norvegicus	Metazoa	363	True
Q5THR3	Homo sapiens	Metazoa	1501	False
Q6P4F2	Homo sapiens	Metazoa	183	False
P40165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False
Q5SFM8	Mus musculus	Metazoa	1060	False
Q9Y2J2	Homo sapiens	Metazoa	1087	False
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991	True
J9VQC4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	366	True
P54105	Homo sapiens	Metazoa	237	False
Q9NYL2	Homo sapiens	Metazoa	800	False
Q8IV20	Homo sapiens	Metazoa	430	False
P61372	Mus musculus	Metazoa	349	False
P40154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False
O60143	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	251	False
Q9Y3L3	Homo sapiens	Metazoa	701	False
Q680B9	Arabidopsis thaliana	Plants	528	False
Q9LSB9	Arabidopsis thaliana	Plants	755	False
Q12328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	True
Q9JLM4	Mus musculus	Metazoa	1370	False
O94782	Homo sapiens	Metazoa	785	False
Q3UHH1	Mus musculus	Metazoa	1832	False
P29620	Oryza sativa subsp. japonica	Plants	424	False
P08911	Rattus norvegicus	Metazoa	531	True
P11836	Homo sapiens	Metazoa	297	True
O14122	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	734	False
Q708S4	Danio rerio	Metazoa	539	True
Q925G1	Rattus norvegicus	Metazoa	669	False
P38418	Arabidopsis thaliana	Plants	896	False
Q7S7U5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	71	True
Q6NXK8	Mus musculus	Metazoa	526	True
Q09904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1159	False
A9C3R9	Danio rerio	Metazoa	532	False
Q9FMS5	Arabidopsis thaliana	Plants	672	False
P25106	Homo sapiens	Metazoa	362	True
P22803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False
Q5EN53	Oryza sativa subsp. indica	Plants	131	False
Q9HGN6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399	False
Q9LK34	Arabidopsis thaliana	Plants	483	False
P11229	Homo sapiens	Metazoa	460	True
O95600	Homo sapiens	Metazoa	359	False
Q10332	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	830	False
P53096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	452	False
Q67FY2	Mus musculus	Metazoa	1494	False
Q8N5F7	Homo sapiens	Metazoa	415	False
Q6AXT7	Rattus norvegicus	Metazoa	478	False
Q8BQP9	Mus musculus	Metazoa	257	False
P51791	Mus musculus	Metazoa	818	False
Q9FKS8	Arabidopsis thaliana	Plants	446	True
Q6Z6W2	Oryza sativa subsp. japonica	Plants	241	False
O96011	Homo sapiens	Metazoa	259	False
Q8MUF9	Dictyostelium discoideum	Other	649	False
P04818	Homo sapiens	Metazoa	313	False
Q9R194	Mus musculus	Metazoa	592	False
P49375	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	548	False
P35065	Tetrahymena thermophila (strain SB210)	Other	133	False
Q6QBQ4	Rattus norvegicus	Metazoa	296	False
Q8I299	Plasmodium falciparum (isolate 3D7)	Other	791	False
Q16670	Homo sapiens	Metazoa	478	False
Q8IUY3	Homo sapiens	Metazoa	354	False
Q9UBT2	Homo sapiens	Metazoa	640	False
Q92973	Homo sapiens	Metazoa	898	False
Q9UNN5	Homo sapiens	Metazoa	650	False
Q8N0T1	Homo sapiens	Metazoa	100	False
Q68CP9	Homo sapiens	Metazoa	1835	False
Q06106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	887	False
Q96247	Arabidopsis thaliana	Plants	485	True
Q14974	Homo sapiens	Metazoa	876	False
Q3TWN3	Mus musculus	Metazoa	875	False
Q700D2	Arabidopsis thaliana	Plants	503	False
P08154	Rattus norvegicus	Metazoa	508	False
P02273	Tetrahymena pyriformis	Other	138	False
P38255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False
Q00684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	551	False
Q8SXD4	Drosophila melanogaster	Metazoa	1122	False
Q9SP32	Arabidopsis thaliana	Plants	1909	False
Q9H2H9	Homo sapiens	Metazoa	487	True
Q16082	Homo sapiens	Metazoa	182	False
Q8VZK0	Arabidopsis thaliana	Plants	267	False
Q8N490	Homo sapiens	Metazoa	385	False
Q9NYX4	Homo sapiens	Metazoa	217	True
Q1K8C8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	193	False
Q9CX97	Mus musculus	Metazoa	388	False
Q04110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302	False
Q6IMB1	Mus musculus	Metazoa	242	False
P10118	Rattus norvegicus	Metazoa	51	False
P21981	Mus musculus	Metazoa	686	False
Q8NHV9	Homo sapiens	Metazoa	184	False
Q5EBL8	Homo sapiens	Metazoa	140	False
Q9S745	Arabidopsis thaliana	Plants	541	False
Q93Z53	Arabidopsis thaliana	Plants	571	False
P35559	Rattus norvegicus	Metazoa	1019	False
Q9LJZ5	Arabidopsis thaliana	Plants	181	False
Q9FKW4	Arabidopsis thaliana	Plants	523	False
Q8VYS2	Arabidopsis thaliana	Plants	890	False
Q5S006	Mus musculus	Metazoa	2527	False
Q3UK78	Mus musculus	Metazoa	256	False
Q8H1E7	Arabidopsis thaliana	Plants	754	False
P55217	Arabidopsis thaliana	Plants	563	False
O95104	Homo sapiens	Metazoa	1147	False
Q8W420	Arabidopsis thaliana	Plants	611	False
B1AUS7	Mus musculus	Metazoa	101	False
Q9SRS5	Arabidopsis thaliana	Plants	217	False
Q06455	Homo sapiens	Metazoa	604	False
Q9JHL4	Rattus norvegicus	Metazoa	436	False
Q9H6D3	Homo sapiens	Metazoa	395	True
Q8TDR2	Homo sapiens	Metazoa	534	False
Q8IYM9	Homo sapiens	Metazoa	498	False
Q39057	Arabidopsis thaliana	Plants	373	False
O15304	Homo sapiens	Metazoa	175	False
Q3UFD7	Mus musculus	Metazoa	319	True
P48552	Homo sapiens	Metazoa	1158	False
Q3UNX5	Mus musculus	Metazoa	580	False
Q8BSK8	Mus musculus	Metazoa	525	False
P83372	Fragaria ananassa	Plants	469	False
Q64525	Mus musculus	Metazoa	126	False
Q9ER99	Mus musculus	Metazoa	582	False
Q9BSF4	Homo sapiens	Metazoa	260	True
Q99MG9	Rattus norvegicus	Metazoa	250	False
Q8S8M9	Arabidopsis thaliana	Plants	256	False
Q15697	Homo sapiens	Metazoa	407	False
Q8NC51	Homo sapiens	Metazoa	408	False
P11420	Drosophila melanogaster	Metazoa	710	False
Q05823	Homo sapiens	Metazoa	741	False
Q04172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456	False
Q8CFE6	Mus musculus	Metazoa	504	True
P54358	Drosophila melanogaster	Metazoa	1092	False
Q96JK9	Homo sapiens	Metazoa	1138	False
Q9UIJ7	Homo sapiens	Metazoa	227	False
O35914	Mus musculus	Metazoa	961	False
Q63934	Mus musculus	Metazoa	411	False
P30968	Homo sapiens	Metazoa	328	True
Q6IN84	Homo sapiens	Metazoa	353	False
Q8BGW1	Mus musculus	Metazoa	502	False
Q9HD33	Homo sapiens	Metazoa	250	False
O04921	Arabidopsis thaliana	Plants	512	False
Q0VC21	Bos taurus	Metazoa	297	False
Q9NYQ3	Homo sapiens	Metazoa	351	False
P35348	Homo sapiens	Metazoa	466	True
Q13368	Homo sapiens	Metazoa	585	False
P37838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	False
Q5M731	Arabidopsis thaliana	Plants	522	False
Q9NR20	Homo sapiens	Metazoa	520	False
Q6NTF7	Homo sapiens	Metazoa	200	False
Q12164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	True
P41350	Rattus norvegicus	Metazoa	178	False
P06102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	836	False
O70608	Rattus norvegicus	Metazoa	1505	False
P56222	Rattus norvegicus	Metazoa	445	False
O94311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	False
P30999	Mus musculus	Metazoa	938	False
P34122	Dictyostelium discoideum	Other	287	False
Q9SA73	Arabidopsis thaliana	Plants	394	False
Q01469	Homo sapiens	Metazoa	135	False
B6UV92	Oryza sativa subsp. japonica	Plants	444	False
P58334	Mus musculus	Metazoa	251	False
Q9Y2R5	Homo sapiens	Metazoa	130	False
P48164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
P32250	Gallus gallus	Metazoa	308	True
O75324	Homo sapiens	Metazoa	88	True
P12682	Sus scrofa	Metazoa	215	False
P28328	Homo sapiens	Metazoa	305	True
P79943	Xenopus laevis	Metazoa	254	False
O96017	Homo sapiens	Metazoa	543	False
Q6UB35	Homo sapiens	Metazoa	978	False
P29344	Spinacia oleracea	Plants	411	False
Q3E7A9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	73	False
Q3ZK22	Mus musculus	Metazoa	780	False
Q9NY61	Homo sapiens	Metazoa	560	False
Q9BZG8	Homo sapiens	Metazoa	438	False
Q9SGU3	Arabidopsis thaliana	Plants	296	False
Q9TU17	Ovis aries	Metazoa	413	True
Q9VE86	Drosophila melanogaster	Metazoa	353	False
P22138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1203	False
P04179	Homo sapiens	Metazoa	222	False
Q9NJH0	Drosophila melanogaster	Metazoa	431	False
P47999	Arabidopsis thaliana	Plants	392	False
Q84P23	Arabidopsis thaliana	Plants	562	False
P43138	Rattus norvegicus	Metazoa	317	False
Q03343	Rattus norvegicus	Metazoa	1166	False
Q9Y5W9	Homo sapiens	Metazoa	270	False
P15340	Gallus gallus	Metazoa	62	False
Q9SEE9	Arabidopsis thaliana	Plants	414	False
Q24246	Drosophila melanogaster	Metazoa	663	False
P38345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	False
J9VP29	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331	False
Q09406	Caenorhabditis elegans	Metazoa	534	False
Q4QZZ9	Emericella nidulans	Fungi	370	False
Q56XY2	Arabidopsis thaliana	Plants	298	False
Q05022	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1729	False
O75344	Homo sapiens	Metazoa	327	False
P40364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252	False
Q9SZA4	Arabidopsis thaliana	Plants	457	False
Q9JKD3	Mus musculus	Metazoa	235	True
Q9FGQ9	Arabidopsis thaliana	Plants	177	False
O95858	Homo sapiens	Metazoa	294	True
D3Z291	Mus musculus	Metazoa	348	True
O74958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	488	False
Q15650	Homo sapiens	Metazoa	581	False
P63140	Rattus norvegicus	Metazoa	207	False
Q08282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695	False
Q9SW33	Arabidopsis thaliana	Plants	225	False
Q9Y6V7	Homo sapiens	Metazoa	483	False
Q39081	Arabidopsis thaliana	Plants	255	False
O80439	Arabidopsis thaliana	Plants	118	False
Q0E671	Danio rerio	Metazoa	430	False
Q8WXG1	Homo sapiens	Metazoa	361	False
Q92482	Homo sapiens	Metazoa	292	True
P38086	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	958	False
P43304	Homo sapiens	Metazoa	727	False
Q2V3L3	Arabidopsis thaliana	Plants	387	False
O35738	Mus musculus	Metazoa	402	False
Q8MI17	Oryctolagus cuniculus	Metazoa	496	False
P06602	Drosophila melanogaster	Metazoa	376	False
Q9Y6D0	Homo sapiens	Metazoa	94	True
Q8BJQ4	Mus musculus	Metazoa	232	False
Q05193	Homo sapiens	Metazoa	864	False
Q9VKJ3	Drosophila melanogaster	Metazoa	1411	False
P40072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False
Q9UNL4	Homo sapiens	Metazoa	249	False
Q9LVV5	Arabidopsis thaliana	Plants	223	False
P82804	Drosophila melanogaster	Metazoa	207	False
Q2V2P9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66	True
Q14693	Homo sapiens	Metazoa	890	False
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False
P12979	Mus musculus	Metazoa	224	False
Q7Y0F6	Oryza sativa subsp. japonica	Plants	247	False
Q86TU7	Homo sapiens	Metazoa	594	False
Q13642	Homo sapiens	Metazoa	323	False
P32260	Spinacia oleracea	Plants	383	False
Q5JPI9	Homo sapiens	Metazoa	236	False
Q9S841	Arabidopsis thaliana	Plants	331	False
Q94BR1	Arabidopsis thaliana	Plants	702	False
Q9UMX1	Homo sapiens	Metazoa	484	False
Q86B87	Drosophila melanogaster	Metazoa	610	False
Q8WQC9	Caenorhabditis elegans	Metazoa	712	False
Q9M9E1	Arabidopsis thaliana	Plants	1423	False
Q8NF99	Homo sapiens	Metazoa	534	False
Q8N4T4	Homo sapiens	Metazoa	335	False
Q08GK9	Mullus surmuletus	Metazoa	178	False
P34241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1764	False
Q86YJ7	Homo sapiens	Metazoa	626	False
Q969G3	Homo sapiens	Metazoa	411	False
P28297	Arabidopsis thaliana	Plants	576	False
P31260	Homo sapiens	Metazoa	410	False
Q9ZU52	Arabidopsis thaliana	Plants	391	False
F4I700	Arabidopsis thaliana	Plants	717	False
Q05AA6	Mus musculus	Metazoa	957	False
Q9Y3R4	Homo sapiens	Metazoa	380	False
Q1XH17	Mus musculus	Metazoa	477	False
Q9LG05	Arabidopsis thaliana	Plants	485	False
P28745	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	539	False
Q62981	Rattus norvegicus	Metazoa	407	False
P13349	Homo sapiens	Metazoa	255	False
P82162	Spinacia oleracea	Plants	195	False
P09471	Homo sapiens	Metazoa	354	False
P29747	Drosophila melanogaster	Metazoa	516	False
P56280	Mus musculus	Metazoa	116	False
O55028	Mus musculus	Metazoa	412	False
Q9SGA2	Arabidopsis thaliana	Plants	361	False
Q9HBM0	Homo sapiens	Metazoa	779	False
P03888	Mus musculus	Metazoa	318	True
P61604	Homo sapiens	Metazoa	102	False
P52792	Mus musculus	Metazoa	465	False
P14866	Homo sapiens	Metazoa	589	False
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False
O13826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False
P11101	Rattus norvegicus	Metazoa	114	False
Q9NZD8	Homo sapiens	Metazoa	308	False
Q9XF59	Zea mays	Plants	289	True
Q10758	Rattus norvegicus	Metazoa	483	False
Q9ZTK5	Catharanthus roseus	Plants	439	False
Q8TCC7	Homo sapiens	Metazoa	542	True
P58876	Homo sapiens	Metazoa	126	False
P97302	Mus musculus	Metazoa	739	False
Q6ZYL4	Homo sapiens	Metazoa	71	False
O88382	Rattus norvegicus	Metazoa	1277	False
P26651	Homo sapiens	Metazoa	326	False
Q05871	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False
Q53GS7	Homo sapiens	Metazoa	698	False
P49760	Homo sapiens	Metazoa	499	False
P02291	Parechinus angulosus	Metazoa	144	False
Q9Y580	Homo sapiens	Metazoa	266	False
P47900	Homo sapiens	Metazoa	373	True
P17614	Nicotiana plumbaginifolia	Plants	560	False
Q9ZVP5	Arabidopsis thaliana	Plants	339	False
Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False
F1LVW7	Rattus norvegicus	Metazoa	1172	False
